annotation_id,conversation_id,human_evidence_complete,query_intent,query_state,policy,selected_conversation_id,selected_semantic_similarity,selected_ec_score,selected_intent_score,selected_state_score,selected_evidence_tier,candidate_pool_size,source_excluded
147,2710355,NO,unknown,unknown,semantic_only,2752037,0.7318309545516968,0.82,0.0,0.0,HIGH,20,True
147,2710355,NO,unknown,unknown,semantic_intent,2752037,0.7318309545516968,0.82,0.0,0.0,HIGH,20,True
147,2710355,NO,unknown,unknown,semantic_ec,2752037,0.7318309545516968,0.82,0.0,0.0,HIGH,20,True
147,2710355,NO,unknown,unknown,full,2752037,0.7318309545516968,0.82,0.0,0.0,HIGH,20,True
189,513546,YES,unknown,unknown,semantic_only,449928,0.8304417133331299,0.31,0.0,0.0,LOW,20,True
189,513546,YES,unknown,unknown,semantic_intent,449928,0.8304417133331299,0.31,0.0,0.0,LOW,20,True
189,513546,YES,unknown,unknown,semantic_ec,2019972,0.8129839301109314,0.355,0.0,0.0,LOW,20,True
189,513546,YES,unknown,unknown,full,449928,0.8304417133331299,0.31,0.0,0.0,LOW,20,True
119,1080303,YES,payment,unknown,semantic_only,1862529,0.7083909511566162,0.625,1.0,0.0,MEDIUM,20,True
119,1080303,YES,payment,unknown,semantic_intent,1862529,0.7083909511566162,0.625,1.0,0.0,MEDIUM,20,True
119,1080303,YES,payment,unknown,semantic_ec,1862529,0.7083909511566162,0.625,1.0,0.0,MEDIUM,20,True
119,1080303,YES,payment,unknown,full,1862529,0.7083909511566162,0.625,1.0,0.0,MEDIUM,20,True
45,1666207,NO,delivery,not_received,semantic_only,740437,0.835326075553894,0.475,1.0,0.0,LOW,20,True
45,1666207,NO,delivery,not_received,semantic_intent,740437,0.835326075553894,0.475,1.0,0.0,LOW,20,True
45,1666207,NO,delivery,not_received,semantic_ec,856563,0.7956592440605164,0.865,1.0,0.0,HIGH,20,True
45,1666207,NO,delivery,not_received,full,288033,0.8136932253837585,0.475,1.0,1.0,LOW,20,True
152,1736150,NO,payment,cancelled,semantic_only,207531,0.7860531806945801,0.775,0.0,0.0,HIGH,20,True
152,1736150,NO,payment,cancelled,semantic_intent,2741891,0.7101216912269592,0.745,1.0,0.0,MEDIUM,20,True
152,1736150,NO,payment,cancelled,semantic_ec,207531,0.7860531806945801,0.775,0.0,0.0,HIGH,20,True
152,1736150,NO,payment,cancelled,full,2741891,0.7101216912269592,0.745,1.0,0.0,MEDIUM,20,True
25,2927074,NO,delivery,unknown,semantic_only,1667256,0.7052791118621826,0.265,0.5,0.0,LOW,20,True
25,2927074,NO,delivery,unknown,semantic_intent,2159319,0.6854358911514282,0.43,1.0,0.0,LOW,20,True
25,2927074,NO,delivery,unknown,semantic_ec,2752427,0.6841403841972351,0.79,1.0,0.0,HIGH,20,True
25,2927074,NO,delivery,unknown,full,2752427,0.6841403841972351,0.79,1.0,0.0,HIGH,20,True
57,170894,NO,technical,unknown,semantic_only,169614,0.7708735466003418,0.76,0.0,0.0,HIGH,20,True
57,170894,NO,technical,unknown,semantic_intent,2297448,0.7569295167922974,0.445,1.0,0.0,LOW,20,True
57,170894,NO,technical,unknown,semantic_ec,169614,0.7708735466003418,0.76,0.0,0.0,HIGH,20,True
57,170894,NO,technical,unknown,full,1251964,0.7089126110076904,0.745,1.0,0.0,MEDIUM,20,True
43,2213789,YES,unknown,unknown,semantic_only,75948,0.7330343723297119,0.415,0.0,0.0,LOW,20,True
43,2213789,YES,unknown,unknown,semantic_intent,75948,0.7330343723297119,0.415,0.0,0.0,LOW,20,True
43,2213789,YES,unknown,unknown,semantic_ec,1031704,0.6642661094665527,0.865,0.0,0.0,HIGH,20,True
43,2213789,YES,unknown,unknown,full,1031704,0.6642661094665527,0.865,0.0,0.0,HIGH,20,True
128,1349077,YES,payment,unknown,semantic_only,1312554,0.8768426179885864,0.4,1.0,0.0,LOW,20,True
128,1349077,YES,payment,unknown,semantic_intent,1312554,0.8768426179885864,0.4,1.0,0.0,LOW,20,True
128,1349077,YES,payment,unknown,semantic_ec,78844,0.8193069696426392,1.0,1.0,0.0,HIGH,20,True
128,1349077,YES,payment,unknown,full,78844,0.8193069696426392,1.0,1.0,0.0,HIGH,20,True
114,1034249,NO,refund,wrong_item,semantic_only,2233041,0.8013859391212463,0.7,1.0,0.0,MEDIUM,20,True
114,1034249,NO,refund,wrong_item,semantic_intent,2233041,0.8013859391212463,0.7,1.0,0.0,MEDIUM,20,True
114,1034249,NO,refund,wrong_item,semantic_ec,2613230,0.7930644750595093,0.835,1.0,0.0,HIGH,20,True
114,1034249,NO,refund,wrong_item,full,2613230,0.7930644750595093,0.835,1.0,0.0,HIGH,20,True
120,695119,NO,delivery,unknown,semantic_only,322986,0.7677149772644043,0.79,0.0,0.0,HIGH,20,True
120,695119,NO,delivery,unknown,semantic_intent,2405171,0.7570277452468872,0.52,1.0,0.0,MEDIUM,20,True
120,695119,NO,delivery,unknown,semantic_ec,2283962,0.7661446928977966,0.835,0.0,0.0,HIGH,20,True
120,695119,NO,delivery,unknown,full,1580376,0.7508894205093384,0.835,1.0,0.0,HIGH,20,True
198,2747173,NO,delivery,unknown,semantic_only,1706394,0.8544559478759766,0.43,1.0,0.0,LOW,20,True
198,2747173,NO,delivery,unknown,semantic_intent,1706394,0.8544559478759766,0.43,1.0,0.0,LOW,20,True
198,2747173,NO,delivery,unknown,semantic_ec,123398,0.8130238056182861,0.91,1.0,0.0,HIGH,20,True
198,2747173,NO,delivery,unknown,full,123398,0.8130238056182861,0.91,1.0,0.0,HIGH,20,True
195,505803,NO,unknown,unknown,semantic_only,565848,0.8696237802505493,0.505,0.0,0.0,MEDIUM,20,True
195,505803,NO,unknown,unknown,semantic_intent,565848,0.8696237802505493,0.505,0.0,0.0,MEDIUM,20,True
195,505803,NO,unknown,unknown,semantic_ec,64065,0.7872188091278076,0.805,0.0,0.0,HIGH,20,True
195,505803,NO,unknown,unknown,full,64065,0.7872188091278076,0.805,0.0,0.0,HIGH,20,True
100,1742679,NO,account,unknown,semantic_only,2273508,0.88407963514328,0.49,1.0,0.0,LOW,20,True
100,1742679,NO,account,unknown,semantic_intent,2273508,0.88407963514328,0.49,1.0,0.0,LOW,20,True
100,1742679,NO,account,unknown,semantic_ec,1384134,0.837253987789154,0.79,1.0,0.0,HIGH,20,True
100,1742679,NO,account,unknown,full,1384134,0.837253987789154,0.79,1.0,0.0,HIGH,20,True
13,2129938,NO,product,unknown,semantic_only,2862063,0.769071638584137,0.385,1.0,0.0,LOW,20,True
13,2129938,NO,product,unknown,semantic_intent,2862063,0.769071638584137,0.385,1.0,0.0,LOW,20,True
13,2129938,NO,product,unknown,semantic_ec,2774127,0.748247504234314,0.835,1.0,0.0,HIGH,20,True
13,2129938,NO,product,unknown,full,2774127,0.748247504234314,0.835,1.0,0.0,HIGH,20,True
66,327026,NO,payment,unknown,semantic_only,740440,0.8301893472671509,0.52,1.0,0.0,MEDIUM,20,True
66,327026,NO,payment,unknown,semantic_intent,740440,0.8301893472671509,0.52,1.0,0.0,MEDIUM,20,True
66,327026,NO,payment,unknown,semantic_ec,1130249,0.7762224674224854,0.835,0.0,0.0,HIGH,20,True
66,327026,NO,payment,unknown,full,740440,0.8301893472671509,0.52,1.0,0.0,MEDIUM,20,True
72,2394498,NO,unknown,unknown,semantic_only,283503,0.7773092985153198,0.445,0.0,0.0,LOW,20,True
72,2394498,NO,unknown,unknown,semantic_intent,283503,0.7773092985153198,0.445,0.0,0.0,LOW,20,True
72,2394498,NO,unknown,unknown,semantic_ec,283503,0.7773092985153198,0.445,0.0,0.0,LOW,20,True
72,2394498,NO,unknown,unknown,full,283503,0.7773092985153198,0.445,0.0,0.0,LOW,20,True
132,358786,NO,payment,unknown,semantic_only,107230,0.8029792904853821,0.4,0.0,0.0,LOW,20,True
132,358786,NO,payment,unknown,semantic_intent,1741004,0.7882236242294312,0.595,1.0,0.0,MEDIUM,20,True
132,358786,NO,payment,unknown,semantic_ec,593349,0.7763944864273071,0.835,0.0,0.0,HIGH,20,True
132,358786,NO,payment,unknown,full,1741004,0.7882236242294312,0.595,1.0,0.0,MEDIUM,20,True
7,2053570,NO,account,unknown,semantic_only,1482930,0.8793519735336304,0.64,1.0,0.0,MEDIUM,20,True
7,2053570,NO,account,unknown,semantic_intent,1482930,0.8793519735336304,0.64,1.0,0.0,MEDIUM,20,True
7,2053570,NO,account,unknown,semantic_ec,1482930,0.8793519735336304,0.64,1.0,0.0,MEDIUM,20,True
7,2053570,NO,account,unknown,full,1482930,0.8793519735336304,0.64,1.0,0.0,MEDIUM,20,True
47,1731188,NO,technical,unknown,semantic_only,1460508,0.8091933727264404,0.79,0.0,0.0,HIGH,20,True
47,1731188,NO,technical,unknown,semantic_intent,1424247,0.7967216968536377,0.67,1.0,0.0,MEDIUM,20,True
47,1731188,NO,technical,unknown,semantic_ec,1460508,0.8091933727264404,0.79,0.0,0.0,HIGH,20,True
47,1731188,NO,technical,unknown,full,1424247,0.7967216968536377,0.67,1.0,0.0,MEDIUM,20,True
187,1208365,NO,technical,unknown,semantic_only,2124891,0.6560533046722412,0.31,0.0,0.0,LOW,20,True
187,1208365,NO,technical,unknown,semantic_intent,281971,0.615606963634491,0.445,1.0,0.0,LOW,20,True
187,1208365,NO,technical,unknown,semantic_ec,2763473,0.6376600861549377,0.82,0.0,0.0,HIGH,20,True
187,1208365,NO,technical,unknown,full,1703100,0.5711687207221985,0.835,1.0,0.0,HIGH,20,True
127,1416039,YES,unknown,unknown,semantic_only,571783,0.7847965359687805,0.25,0.0,0.0,LOW,20,True
127,1416039,YES,unknown,unknown,semantic_intent,571783,0.7847965359687805,0.25,0.0,0.0,LOW,20,True
127,1416039,YES,unknown,unknown,semantic_ec,782753,0.7600046992301941,0.31,0.0,0.0,LOW,20,True
127,1416039,YES,unknown,unknown,full,571783,0.7847965359687805,0.25,0.0,0.0,LOW,20,True
32,1922923,NO,delivery,unknown,semantic_only,2511605,0.8444207906723022,0.88,1.0,0.0,HIGH,20,True
32,1922923,NO,delivery,unknown,semantic_intent,2511605,0.8444207906723022,0.88,1.0,0.0,HIGH,20,True
32,1922923,NO,delivery,unknown,semantic_ec,2511605,0.8444207906723022,0.88,1.0,0.0,HIGH,20,True
32,1922923,NO,delivery,unknown,full,2511605,0.8444207906723022,0.88,1.0,0.0,HIGH,20,True
118,191621,NO,order,unknown,semantic_only,179620,0.8660829067230225,0.745,1.0,0.0,MEDIUM,20,True
118,191621,NO,order,unknown,semantic_intent,179620,0.8660829067230225,0.745,1.0,0.0,MEDIUM,20,True
118,191621,NO,order,unknown,semantic_ec,179620,0.8660829067230225,0.745,1.0,0.0,MEDIUM,20,True
118,191621,NO,order,unknown,full,179620,0.8660829067230225,0.745,1.0,0.0,MEDIUM,20,True
31,972287,NO,refund,damaged,semantic_only,1225678,0.7856014370918274,0.52,0.0,1.0,MEDIUM,20,True
31,972287,NO,refund,damaged,semantic_intent,317602,0.7755069136619568,0.865,1.0,1.0,HIGH,20,True
31,972287,NO,refund,damaged,semantic_ec,317602,0.7755069136619568,0.865,1.0,1.0,HIGH,20,True
31,972287,NO,refund,damaged,full,317602,0.7755069136619568,0.865,1.0,1.0,HIGH,20,True
111,1137322,NO,refund,refund,semantic_only,73593,0.7392042875289917,0.625,1.0,1.0,MEDIUM,20,True
111,1137322,NO,refund,refund,semantic_intent,73593,0.7392042875289917,0.625,1.0,1.0,MEDIUM,20,True
111,1137322,NO,refund,refund,semantic_ec,1675529,0.7063379287719727,0.835,0.5,0.0,HIGH,20,True
111,1137322,NO,refund,refund,full,73593,0.7392042875289917,0.625,1.0,1.0,MEDIUM,20,True
83,2280500,YES,delivery,unknown,semantic_only,2960432,0.825219988822937,0.52,1.0,0.0,MEDIUM,20,True
83,2280500,YES,delivery,unknown,semantic_intent,2960432,0.825219988822937,0.52,1.0,0.0,MEDIUM,20,True
83,2280500,YES,delivery,unknown,semantic_ec,2278367,0.8022825717926025,0.79,1.0,0.0,HIGH,20,True
83,2280500,YES,delivery,unknown,full,2278367,0.8022825717926025,0.79,1.0,0.0,HIGH,20,True
103,1347549,YES,delivery,unknown,semantic_only,1397871,0.7234477996826172,0.445,0.0,0.0,LOW,20,True
103,1347549,YES,delivery,unknown,semantic_intent,739089,0.6739359498023987,0.745,1.0,0.0,MEDIUM,20,True
103,1347549,YES,delivery,unknown,semantic_ec,2805848,0.6689671277999878,0.865,1.0,0.0,HIGH,20,True
103,1347549,YES,delivery,unknown,full,2805848,0.6689671277999878,0.865,1.0,0.0,HIGH,20,True
166,1605135,NO,unknown,unknown,semantic_only,524889,0.7806434631347656,0.13,0.0,0.0,LOW,20,True
166,1605135,NO,unknown,unknown,semantic_intent,524889,0.7806434631347656,0.13,0.0,0.0,LOW,20,True
166,1605135,NO,unknown,unknown,semantic_ec,274616,0.7370693683624268,0.31,0.0,0.0,LOW,20,True
166,1605135,NO,unknown,unknown,full,274616,0.7370693683624268,0.31,0.0,0.0,LOW,20,True
12,2764438,YES,technical,unknown,semantic_only,1534393,0.6322294473648071,0.34,1.0,0.0,LOW,20,True
12,2764438,YES,technical,unknown,semantic_intent,1534393,0.6322294473648071,0.34,1.0,0.0,LOW,20,True
12,2764438,YES,technical,unknown,semantic_ec,1331852,0.5566564798355103,0.925,0.0,0.0,HIGH,20,True
12,2764438,YES,technical,unknown,full,1534393,0.6322294473648071,0.34,1.0,0.0,LOW,20,True
77,2278373,NO,technical,unknown,semantic_only,787550,0.8938913345336914,0.925,0.0,0.0,HIGH,20,True
77,2278373,NO,technical,unknown,semantic_intent,236996,0.8725301027297974,0.475,1.0,0.0,LOW,20,True
77,2278373,NO,technical,unknown,semantic_ec,787550,0.8938913345336914,0.925,0.0,0.0,HIGH,20,True
77,2278373,NO,technical,unknown,full,1562345,0.851818323135376,0.835,1.0,0.0,HIGH,20,True
54,306929,NO,unknown,unknown,semantic_only,1937631,0.8255871534347534,0.075,0.0,0.0,LOW,20,True
54,306929,NO,unknown,unknown,semantic_intent,1937631,0.8255871534347534,0.075,0.0,0.0,LOW,20,True
54,306929,NO,unknown,unknown,semantic_ec,2742899,0.7759428024291992,0.355,0.0,0.0,LOW,20,True
54,306929,NO,unknown,unknown,full,2742899,0.7759428024291992,0.355,0.0,0.0,LOW,20,True
139,2288561,YES,payment,unknown,semantic_only,2316986,0.7679969072341919,0.58,1.0,0.0,MEDIUM,20,True
139,2288561,YES,payment,unknown,semantic_intent,2316986,0.7679969072341919,0.58,1.0,0.0,MEDIUM,20,True
139,2288561,YES,payment,unknown,semantic_ec,522592,0.6994156837463379,0.88,0.0,0.0,HIGH,20,True
139,2288561,YES,payment,unknown,full,1116565,0.7234318852424622,0.82,1.0,0.0,HIGH,20,True
200,230072,NO,delivery,late,semantic_only,1652448,0.7011539340019226,0.415,0.0,0.0,LOW,20,True
200,230072,NO,delivery,late,semantic_intent,180715,0.6847085356712341,0.52,1.0,0.0,MEDIUM,20,True
200,230072,NO,delivery,late,semantic_ec,1479679,0.6798570156097412,1.0,1.0,0.0,HIGH,20,True
200,230072,NO,delivery,late,full,727353,0.6755269765853882,0.52,1.0,1.0,MEDIUM,20,True
19,2385836,NO,delivery,cancelled,semantic_only,1638616,0.7853856086730957,0.475,1.0,0.0,LOW,20,True
19,2385836,NO,delivery,cancelled,semantic_intent,1638616,0.7853856086730957,0.475,1.0,0.0,LOW,20,True
19,2385836,NO,delivery,cancelled,semantic_ec,1732580,0.7819755673408508,0.79,1.0,0.0,HIGH,20,True
19,2385836,NO,delivery,cancelled,full,1046701,0.7509397268295288,0.52,1.0,1.0,MEDIUM,20,True
164,2184781,NO,account,unknown,semantic_only,2314264,0.7974972128868103,0.73,1.0,0.0,MEDIUM,20,True
164,2184781,NO,account,unknown,semantic_intent,2314264,0.7974972128868103,0.73,1.0,0.0,MEDIUM,20,True
164,2184781,NO,account,unknown,semantic_ec,844128,0.7959476709365845,0.88,1.0,0.0,HIGH,20,True
164,2184781,NO,account,unknown,full,844128,0.7959476709365845,0.88,1.0,0.0,HIGH,20,True
150,1936464,NO,unknown,unknown,semantic_only,2451689,0.9084977507591248,0.22,0.0,0.0,LOW,20,True
150,1936464,NO,unknown,unknown,semantic_intent,2451689,0.9084977507591248,0.22,0.0,0.0,LOW,20,True
150,1936464,NO,unknown,unknown,semantic_ec,138072,0.9046611785888672,0.715,0.0,0.0,MEDIUM,20,True
150,1936464,NO,unknown,unknown,full,138072,0.9046611785888672,0.715,0.0,0.0,MEDIUM,20,True
85,38802,YES,unknown,unknown,semantic_only,2322227,0.7734133005142212,0.4,0.0,0.0,LOW,20,True
85,38802,YES,unknown,unknown,semantic_intent,2322227,0.7734133005142212,0.4,0.0,0.0,LOW,20,True
85,38802,YES,unknown,unknown,semantic_ec,619296,0.7260317802429199,0.82,0.0,0.0,HIGH,20,True
85,38802,YES,unknown,unknown,full,619296,0.7260317802429199,0.82,0.0,0.0,HIGH,20,True
134,197806,NO,refund,refund,semantic_only,2521796,0.9190616607666016,0.33,1.0,1.0,LOW,20,True
134,197806,NO,refund,refund,semantic_intent,2521796,0.9190616607666016,0.33,1.0,1.0,LOW,20,True
134,197806,NO,refund,refund,semantic_ec,1159354,0.8932897448539734,0.85,1.0,1.0,HIGH,20,True
134,197806,NO,refund,refund,full,1159354,0.8932897448539734,0.85,1.0,1.0,HIGH,20,True
171,2621028,YES,return,damaged,semantic_only,2671579,0.6132959127426147,0.36,0.0,1.0,LOW,20,True
171,2621028,YES,return,damaged,semantic_intent,2473501,0.5443224906921387,0.82,0.5,1.0,HIGH,20,True
171,2621028,YES,return,damaged,semantic_ec,299642,0.5109375715255737,0.91,0.0,1.0,HIGH,20,True
171,2621028,YES,return,damaged,full,2473501,0.5443224906921387,0.82,0.5,1.0,HIGH,20,True
190,289006,YES,unknown,unknown,semantic_only,457750,0.7300354242324829,0.31,0.0,0.0,LOW,20,True
190,289006,YES,unknown,unknown,semantic_intent,457750,0.7300354242324829,0.31,0.0,0.0,LOW,20,True
190,289006,YES,unknown,unknown,semantic_ec,1193456,0.7249276638031006,0.655,0.0,0.0,MEDIUM,20,True
190,289006,YES,unknown,unknown,full,1193456,0.7249276638031006,0.655,0.0,0.0,MEDIUM,20,True
53,352903,YES,product,unknown,semantic_only,2281484,0.6451548337936401,0.43,0.0,0.0,LOW,20,True
53,352903,YES,product,unknown,semantic_intent,1148716,0.6257869005203247,0.505,1.0,0.0,MEDIUM,20,True
53,352903,YES,product,unknown,semantic_ec,918904,0.6396864652633667,0.79,0.0,0.0,HIGH,20,True
53,352903,YES,product,unknown,full,1148716,0.6257869005203247,0.505,1.0,0.0,MEDIUM,20,True
105,231745,NO,technical,unknown,semantic_only,944162,0.8055707216262817,0.79,0.0,0.0,HIGH,20,True
105,231745,NO,technical,unknown,semantic_intent,2710885,0.8025673031806946,0.88,1.0,0.0,HIGH,20,True
105,231745,NO,technical,unknown,semantic_ec,2710885,0.8025673031806946,0.88,1.0,0.0,HIGH,20,True
105,231745,NO,technical,unknown,full,2710885,0.8025673031806946,0.88,1.0,0.0,HIGH,20,True
46,1279904,NO,delivery,late,semantic_only,593362,0.8716803789138794,0.775,1.0,1.0,HIGH,20,True
46,1279904,NO,delivery,late,semantic_intent,593362,0.8716803789138794,0.775,1.0,1.0,HIGH,20,True
46,1279904,NO,delivery,late,semantic_ec,593362,0.8716803789138794,0.775,1.0,1.0,HIGH,20,True
46,1279904,NO,delivery,late,full,593362,0.8716803789138794,0.775,1.0,1.0,HIGH,20,True
115,507114,YES,delivery,late,semantic_only,2636867,0.8464404344558716,0.58,0.0,1.0,MEDIUM,20,True
115,507114,YES,delivery,late,semantic_intent,603166,0.8438193798065186,0.43,1.0,1.0,LOW,20,True
115,507114,YES,delivery,late,semantic_ec,2622516,0.8055113554000854,0.88,1.0,0.0,HIGH,20,True
115,507114,YES,delivery,late,full,2925514,0.8188565969467163,0.82,1.0,1.0,HIGH,20,True
42,2187356,NO,refund,refund,semantic_only,440991,0.873054027557373,0.91,1.0,1.0,HIGH,20,True
42,2187356,NO,refund,refund,semantic_intent,440991,0.873054027557373,0.91,1.0,1.0,HIGH,20,True
42,2187356,NO,refund,refund,semantic_ec,1562866,0.8477929830551147,1.0,1.0,0.0,HIGH,20,True
42,2187356,NO,refund,refund,full,440991,0.873054027557373,0.91,1.0,1.0,HIGH,20,True
24,340859,NO,payment,unknown,semantic_only,1415541,0.6892656683921814,0.52,0.0,0.0,MEDIUM,20,True
24,340859,NO,payment,unknown,semantic_intent,2347737,0.628650426864624,0.58,1.0,0.0,MEDIUM,20,True
24,340859,NO,payment,unknown,semantic_ec,1479679,0.625852644443512,1.0,0.0,0.0,HIGH,20,True
24,340859,NO,payment,unknown,full,2142928,0.6275054216384888,0.79,1.0,0.0,HIGH,20,True
161,511713,NO,unknown,unknown,semantic_only,549344,0.850234866142273,0.195,0.0,0.0,LOW,20,True
161,511713,NO,unknown,unknown,semantic_intent,549344,0.850234866142273,0.195,0.0,0.0,LOW,20,True
161,511713,NO,unknown,unknown,semantic_ec,2314264,0.8134145140647888,0.73,0.0,0.0,MEDIUM,20,True
